1.811,0,0,0,0,0,0,0,0,0,0,0,0
2.159,138,0,0,0,0,0,0,0,0,0,0,0
2.531,0,0,0,0,0,0,0,0,0,0,0,0
2.902,74,0,0,0,0,0,0,0,0,0,0,0
3.251,138,0,0,0,0,0,0,0,0,0,0,0
3.599,0,0,0,0,0,0,0,0,0,0,0,0
3.971,138,0,0,0,0,0,0,0,0,0,0,0
4.319,165,0,0,0,0,0,0,0,0,0,0,0
4.69,0,0,0,0,0,0,0,0,0,0,0,0
5.039,138,0,0,0,0,0,0,0,0,0,0,0
5.387,0,0,0,0,0,0,0,0,0,0,0,0
5.735,74,0,0,0,0,0,0,0,0,0,0,0
6.084,138,0,0,0,0,0,0,0,0,0,0,0
6.432,0,0,0,0,0,0,0,0,0,0,0,0
6.803,138,0,0,0,0,0,0,0,0,0,0,0
7.175,165,0,0,0,0,0,0,0,0,0,0,0
7.546,0,0,0,0,0,0,0,0,0,0,0,0
7.895,138,0,0,0,0,0,0,0,0,0,0,0
8.243,0,0,0,0,0,0,0,0,0,0,0,0
8.615,74,0,0,0,0,0,0,0,0,0,0,0
8.963,138,0,0,0,0,0,0,0,0,0,0,0
9.334,0,0,0,0,0,0,0,0,0,0,0,0
9.683,138,0,0,0,0,0,0,0,0,0,0,0
10.031,165,0,0,0,0,0,0,0,0,0,0,0
10.379,0,0,0,0,0,0,0,0,0,0,0,0
10.751,138,0,0,0,0,0,0,0,0,0,0,0
11.099,0,0,0,0,0,0,0,0,0,0,0,0
11.471,74,0,0,0,0,0,0,0,0,0,0,0
11.819,138,0,0,0,0,0,0,0,0,0,0,0
12.19,0,0,0,0,0,0,0,0,0,0,0,0
12.539,138,0,0,0,0,0,0,0,0,0,0,0
12.887,165,0,0,0,0,0,0,0,0,0,0,0
13.259,0,0,0,0,0,0,0,0,0,0,0,0
13.607,138,0,0,0,0,0,0,0,0,0,0,0
13.955,0,0,0,0,0,0,0,0,0,0,0,0
14.327,74,0,0,0,0,0,0,0,0,0,0,0
14.675,138,0,0,0,0,0,0,0,0,0,0,0
15.023,0,0,0,0,0,0,0,0,0,0,0,0
15.395,138,0,0,0,0,0,0,0,0,0,0,0
15.743,165,0,0,0,0,0,0,0,0,0,0,0
16.115,0,0,0,0,0,0,0,0,0,0,0,0
16.463,138,0,0,0,0,0,0,0,0,0,0,0
16.834,0,0,0,0,0,0,0,0,0,0,0,0
17.183,74,0,0,0,0,0,0,0,0,0,0,0
17.554,138,0,0,0,0,0,0,0,0,0,0,0
17.926,0,0,0,0,0,0,0,0,0,0,0,0
18.251,138,0,0,0,0,0,0,0,0,0,0,0
18.622,165,0,0,0,0,0,0,0,0,0,0,0
18.971,0,0,0,0,0,0,0,0,0,0,0,0
19.319,138,0,0,0,0,0,0,0,0,0,0,0
19.667,0,0,0,0,0,0,0,0,0,0,0,0
20.039,74,0,0,0,0,0,0,0,0,0,0,0
20.364,138,0,0,0,0,0,0,0,0,0,0,0
20.759,0,0,0,0,0,0,0,0,0,0,0,0
21.107,138,0,0,0,0,0,0,0,0,0,0,0
21.455,165,0,0,0,0,0,0,0,0,0,0,0
21.827,0,0,0,0,0,0,0,0,0,0,0,0
22.175,138,0,0,0,0,0,0,0,0,0,0,0
22.547,0,0,0,0,0,0,0,0,0,0,0,0
22.895,74,0,0,0,0,0,0,0,0,0,0,0
23.243,138,0,0,0,0,0,0,0,0,0,0,0
23.615,0,0,0,0,0,0,0,0,0,0,0,0
23.963,138,0,0,0,0,0,0,0,0,0,0,0
24.335,75,0,0,0,0,0,0,0,0,0,0,0
24.706,74,0,0,0,0,0,0,0,0,0,0,0
25.054,75,138,0,0,0,0,0,0,0,0,0,0
25.426,74,0,0,0,0,0,0,0,0,0,0,0
25.751,156,0,0,0,0,0,0,0,0,0,0,0
26.122,137,0,0,0,0,0,0,0,0,0,0,0
26.494,75,0,0,0,0,0,0,0,0,0,0,0
26.842,74,137,0,0,0,0,0,0,0,0,0,0
27.191,93,156,0,0,0,0,0,0,0,0,0,0
27.562,0,0,0,0,0,0,0,0,0,0,0,0
27.934,21,84,0,0,0,0,0,0,0,0,0,0
28.282,20,0,0,0,0,0,0,0,0,0,0,0
28.607,102,0,0,0,0,0,0,0,0,0,0,0
28.979,20,83,0,0,0,0,0,0,0,0,0,0
29.35,20,0,0,0,0,0,0,0,0,0,0,0
29.698,21,83,0,0,0,0,0,0,0,0,0,0
